Text,Link
"The Project Gutenberg eBook, Experiments with Alternate Currents of High Potential and High Frequency, by Nikola Tesla",https://www.gutenberg.org/files/13476/13476-h/13476-h.htm
Project Gutenberg,/wiki/Project_Gutenberg
^,#cite_ref-283
"""EXPERIMENTS WITH ALTERNATE CURRENTS OF HIGH POTENTIAL AND HIGH FREQUENCY""",http://www.tfcbooks.com/tesla/1892-02-03.htm
"Nikola Tesla: Inventor, Electrical Engineer",https://books.google.com/books?id=PW06qF-dj2IC
Capstone,/wiki/Capstone_Publishers
978-0-7565-4086-9,/wiki/Special:BookSources/978-0-7565-4086-9
Tesla: Inventor of the Electrical Age,https://books.google.com/books?id=5I5c9j8BEn4C
Princeton University Press,/wiki/Princeton_University_Press
978-1-4008-4655-9,/wiki/Special:BookSources/978-1-4008-4655-9
Tesla: Man Out of Time,https://books.google.com/books?id=HIuK7iLO9zgC
978-1-4516-7486-6,/wiki/Special:BookSources/978-1-4516-7486-6
Tesla: Man Out of Time,https://books.google.com/books?id=ti2Jt7XarzMC
Simon & Schuster,/wiki/Simon_%26_Schuster
978-0-7432-1536-7,/wiki/Special:BookSources/978-0-7432-1536-7
"Tesla, Master of Lightning",https://books.google.com/books?id=3W6_h6XG6VAC
Barnes & Noble Books,/wiki/Barnes_%26_Noble_Books
978-0-7607-1005-0,/wiki/Special:BookSources/978-0-7607-1005-0
978-1-63106-030-4,/wiki/Special:BookSources/978-1-63106-030-4
Nikola Tesla: A Spark of Genius,https://books.google.com/books?id=kFFWipanqsoC
Twenty-First Century Books,/wiki/Twenty-First_Century_Books
978-0-8225-4920-8,/wiki/Special:BookSources/978-0-8225-4920-8
"Empires of Light: Edison, Tesla, Westinghouse, and the Race to Electrify the World",https://books.google.com/books?id=BKX5UYWzVyQC
Random House,/wiki/Random_House
978-0-375-75884-3,/wiki/Special:BookSources/978-0-375-75884-3
Icons of Invention: The Makers of the Modern World from Gutenberg to Gates,https://books.google.com/books?id=WKuG-VIwID8C
ABC-CLIO,/wiki/ABC-CLIO
978-0-313-34743-6,/wiki/Special:BookSources/978-0-313-34743-6
Prodigal Genius: The Life of Nikola Tesla,https://books.google.com/books?id=40NzjS5FunkC
0-914732-33-1,/wiki/Special:BookSources/0-914732-33-1
978-1-60206-743-1,/wiki/Special:BookSources/978-1-60206-743-1
Strange Brains and Genius: The Secret Lives Of Eccentric Scientists And Madmen,https://books.google.com/books?id=P0CSxB2aHMcC
HarperCollins,/wiki/HarperCollins
978-0-688-16894-0,/wiki/Special:BookSources/978-0-688-16894-0
Wizard: the life and times of Nikola Tesla: biography of a genius,https://books.google.com/books?id=h2DTNDFcC14C
978-0-8065-1960-9,/wiki/Special:BookSources/978-0-8065-1960-9
Wizard: The Life And Times Of Nikola Tesla,https://books.google.com/books?id=DzMR8x_rbPgC
978-0-8065-3556-2,/wiki/Special:BookSources/978-0-8065-3556-2
A Biographical Encyclopedia of Scientists and Inventors in American Film and TV since 1930,https://books.google.com/books?id=ABtJPIcVtBoC
978-0-8108-8128-0,/wiki/Special:BookSources/978-0-8108-8128-0
Library resources,/wiki/Wikipedia:The_Wikipedia_Library
Resources in your library,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Nikola+Tesla
Resources in other libraries,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Nikola+Tesla&library=0CHOOSE0
Resources in your library,https://ftl.toolforge.org/cgi-bin/ftl?at=wp&au=Nikola+Tesla
Resources in other libraries,https://ftl.toolforge.org/cgi-bin/ftl?at=wp&au=Nikola+Tesla&library=0CHOOSE0
My Inventions,/wiki/My_Inventions
Lucid Cafe,http://www.lucidcafe.com/library/96jul/teslaauto01.html
Archived,https://web.archive.org/web/20160202014045/http://www.lucidcafe.com/library/96jul/teslaauto01.html
et cetera,http://www.tfcbooks.com/special/mi_link.htm
978-0-910077-00-2,/wiki/Special:BookSources/978-0-910077-00-2
978-0-6910-5776-7,/wiki/Special:BookSources/978-0-6910-5776-7
978-1-56619-266-8,/wiki/Special:BookSources/978-1-56619-266-8
John Joseph O'Neil,/w/index.php?title=John_Joseph_O%27Neil&action=edit&redlink=1
1-59605-713-0,/wiki/Special:BookSources/1-59605-713-0
"Lomas, Robert",/wiki/Robert_Lomas
The Man Who Invented the Twentieth Century,/wiki/The_Man_Who_Invented_the_Twentieth_Century
978-0-7472-7588-6,/wiki/Special:BookSources/978-0-7472-7588-6
"Martin, Thomas C. (editor)",/wiki/Thomas_Commerford_Martin
"The Inventions, Researches, and Writings of Nikola Tesla","/wiki/The_Inventions,_Researches,_and_Writings_of_Nikola_Tesla"
978-1-56459-711-3,/wiki/Special:BookSources/978-1-56459-711-3
978-0-7879-8267-6,/wiki/Special:BookSources/978-0-7879-8267-6
"Peat, F. David",/wiki/F._David_Peat
In Search of Nikola Tesla,/wiki/In_Search_of_Nikola_Tesla
978-1-85398-117-3,/wiki/Special:BookSources/978-1-85398-117-3
978-0-9709618-2-2,/wiki/Special:BookSources/978-0-9709618-2-2
978-1-931882-04-0,/wiki/Special:BookSources/978-1-931882-04-0
A New System of Alternating Current Motors and Transformers,https://en.wikisource.org/wiki/A_New_System_of_Alternating_Current_Motors_and_Transformers
Selected Tesla Writings,https://web.archive.org/web/20090130031901/http://tfcbooks.com/tesla/contents.htm
Light Without Heat,http://cdl.library.cornell.edu/cgi-bin/moa/pageviewer?frames=1&coll=moa&view=50&root=%2Fmoa%2Fmanu%2Fmanu0024%2F&tif=00119.TIF&cite=http%3A%2F%2Fcdl.library.cornell.edu%2Fcgi-bin%2Fmoa%2Fmoa-cgi%3Fnotisid%3DABS1821-0024-287
Nikola Tesla,http://cdl.library.cornell.edu/cgi-bin/moa/pageviewer?frames=1&coll=moa&view=50&root=%2Fmoa%2Fcent%2Fcent0047%2F&tif=00592.TIF&cite=http%3A%2F%2Fcdl.library.cornell.edu%2Fcgi-bin%2Fmoa%2Fmoa-cgi%3Fnotisid%3DABP2287-0047-151
Tesla's Oscillator and Other Inventions,http://cdl.library.cornell.edu/cgi-bin/moa/pageviewer?frames=1&coll=moa&view=50&root=%2Fmoa%2Fcent%2Fcent0049%2F&tif=00924.TIF&cite=http%3A%2F%2Fcdl.library.cornell.edu%2Fcgi-bin%2Fmoa%2Fmoa-cgi%3Fnotisid%3DABP2287-0049-178
The New Telegraphy. Recent Experiments in Telegraphy with Sparks,http://cdl.library.cornell.edu/cgi-bin/moa/pageviewer?frames=1&coll=moa&view=50&root=%2Fmoa%2Fcent%2Fcent0055%2F&tif=00879.TIF&cite=http%3A%2F%2Fcdl.library.cornell.edu%2Fcgi-bin%2Fmoa%2Fmoa-cgi%3Fnotisid%3DABP2287-0055-194
"""From lighting to dust death, funeral and post mortem destiny of Nikola Tesla""",http://www.doiserbia.nb.rs/ft.aspx?id=0350-08611402125P
doi,/wiki/Doi_(identifier)
10.2298/GEI1402125P,https://doi.org/10.2298%2FGEI1402125P
Scientific American,/wiki/Scientific_American
The genius of Nikola Tesla,http://www.thefreelibrary.com/The+genius+of+Nikola+Tesla-a0107043721
The New American,/wiki/The_New_American
Omni,/wiki/Omni_(magazine)
Configurations,https://muse.jhu.edu/article/519919
"Martin, Thomas Commerford",/wiki/Thomas_Commerford_Martin
Anil K. Rajvanshi,/wiki/Anil_K._Rajvanshi
"""Nikola Tesla – The Creator of Electric Age""",https://web.archive.org/web/20150109004451/http://www.ias.ac.in/resonance/Volumes/12/03/0004-0012.pdf
The AWA Review,/wiki/The_AWA_Review
Nikola Tesla,https://www.imdb.com/title/tt0273375/
Rade Šerbedžija,/wiki/Rade_Serbedzija
Tajna Nikole Tesle (The Secret of Nikola Tesla),https://www.imdb.com/title/tt0079985/
Krsto Papić,/wiki/Krsto_Papi%C4%87
Petar Božović,/wiki/Petar_Bo%C5%BEovi%C4%87
Orson Welles,/wiki/Orson_Welles
J.P. Morgan,/wiki/J.P._Morgan
Tesla: Master of Lightning,https://www.pbs.org/tesla/
Stacy Keach,/wiki/Stacy_Keach
Tesla,/wiki/Tesla_(2016_film)
David Grubin,/wiki/David_Grubin
American Experience,/wiki/American_Experience
Tesla,/wiki/Tesla_(2020_film)
biographical film,/wiki/Biographical_film
Michael Almereyda,/wiki/Michael_Almereyda
2020 Sundance Film Festival,/wiki/2020_Sundance_Film_Festival#Premieres
"Booknotesinterview with Jill Jonnes onEmpires of Light, 26 October 2003",https://www.c-span.org/video/?178806-1/empires-light-edison-tesla-westinghouse
C-SPAN,/wiki/C-SPAN
sister projects,/wiki/Wikipedia:Wikimedia_sister_projects
Media,https://commons.wikimedia.org/wiki/Category:Nikola_Tesla
Quotations,https://en.wikiquote.org/wiki/Nikola_Tesla
Texts,https://en.wikisource.org/wiki/Author:Nikola_Tesla
Textbooks,https://en.wikibooks.org/wiki/Nikola_Tesla
Audio help,/wiki/Wikipedia:Media_help
More spoken articles,/wiki/Wikipedia:Spoken_articles
Nikola Tesla Museum,https://web.archive.org/web/20110720205507/http://www.tesla-museum.org/meni_en.htm
Tesla memorial society by his grand-nephew William H. Terbo,http://www.teslamemorialsociety.org/
Tesla – References in European newspapers,https://web.archive.org/web/20141006164211/http://www.theeuropeanlibrary.org/tel4/newspapers/search?query=nikola%20tesla
"Online archive of many of Tesla's writings, articles and published papers",https://web.archive.org/web/20151023061338/http://teslaresearch.com/
"""Nikola Tesla""",http://www.lostartsmedia.com/images/teslafbifile.pdf
Tesla Science Center at Wardenclyffe,https://teslasciencecenter.org/
Works by Nikola Tesla,https://www.gutenberg.org/ebooks/author/5067
Works by or about Nikola Tesla,https://archive.org/search.php?query=%28%28subject%3A%22Tesla%2C%20Nikola%22%20OR%20subject%3A%22Nikola%20Tesla%22%20OR%20creator%3A%22Tesla%2C%20Nikola%22%20OR%20creator%3A%22Nikola%20Tesla%22%20OR%20creator%3A%22Tesla%2C%20N%2E%22%20OR%20title%3A%22Nikola%20Tesla%22%20OR%20description%3A%22Tesla%2C%20Nikola%22%20OR%20description%3A%22Nikola%20Tesla%22%29%20OR%20%28%221856-1943%22%20AND%20Tesla%29%29%20AND%20%28-mediatype:software%29
Internet Archive,/wiki/Internet_Archive
Works by Nikola Tesla,https://librivox.org/author/11695
LibriVox,/wiki/LibriVox
"U.S. patent 1,329,559","https://patents.google.com/patent/US1329559A/en?oq=U.S.+patent+1,329,559"
"Thomas H. White – Nikola Tesla: The Guy Who DIDN'T  ""Invent Radio""",https://s117.servername.online/~earlyr2/tesla.htm
Debunking the Tesla Myth (opinion piece),http://edisontechcenter.org/tesladebunked.html
v,/wiki/Template:Nikola_Tesla
t,/wiki/Template_talk:Nikola_Tesla
e,/wiki/Special:EditPage/Template:Nikola_Tesla
Patents,/wiki/List_of_Nikola_Tesla_patents
plasma globe,/wiki/Plasma_globe
Alternating-current commutatorless induction motor,/wiki/Induction_motor
history,/wiki/History_of_the_Tesla_coil
Wireless power,/wiki/Wireless_power_transfer#Tesla
Resonant inductive coupling,/wiki/Resonant_inductive_coupling#History
Three-phase electric power,/wiki/Three-phase_electric_power
Tesla Electric Light and Manufacturing,/wiki/Tesla_Electric_Light_and_Manufacturing
Fragments of Olympian Gossip,/wiki/Fragments_of_Olympian_Gossip
War of the currents,/wiki/War_of_the_currents
In popular culture,/wiki/Nikola_Tesla_in_popular_culture
Nikola Tesla Memorial Center,/wiki/Nikola_Tesla_Memorial_Center
Tesla Science Center at Wardenclyffe,/wiki/Tesla_Science_Center_at_Wardenclyffe
IEEE Nikola Tesla Award,/wiki/IEEE_Nikola_Tesla_Award
Tesla Satellite Award,/wiki/Nikola_Tesla_Satellite_Award
Belgrade Nikola Tesla Airport,/wiki/Belgrade_Nikola_Tesla_Airport
New Yorker Hotel,/wiki/Wyndham_New_Yorker_Hotel
The Secret of Nikola Tesla,/wiki/The_Secret_of_Nikola_Tesla
Tesla – Lightning in His Hand,/wiki/Tesla_%E2%80%93_Lightning_in_His_Hand
The Prestige,/wiki/The_Prestige_(film)
Tower to the People,/wiki/Tower_to_the_People
The Tesla World Light,/wiki/The_Tesla_World_Light
The Current War,/wiki/The_Current_War
Nikola Tesla's Night of Terror,/wiki/Nikola_Tesla%27s_Night_of_Terror
Tesla: Man Out of Time,/wiki/Tesla:_Man_Out_of_Time
Wizard: The Life and Times of Nikola Tesla,/wiki/Wizard:_The_Life_and_Times_of_Nikola_Tesla
Boat,/wiki/Maid_of_the_Mist
SI derived unit,/wiki/Tesla_(unit)
Lunar crater,/wiki/Tesla_(crater)
Asteroid,/wiki/2244_Tesla
v,/wiki/Template:Telecommunications
t,/wiki/Template_talk:Telecommunications
e,/wiki/Special:EditPage/Template:Telecommunications
Telecommunications,/wiki/Telecommunications
History,/wiki/History_of_telecommunication
Beacon,/wiki/Beacon#For_defensive_communications
Broadcasting,/wiki/History_of_broadcasting
Cable protection system,/wiki/Cable_protection_system
Cable TV,/wiki/Cable_television
Communications satellite,/wiki/Communications_satellite#History
Computer network,/wiki/Computer_network#History
Data compression,/wiki/Data_compression
audio,/wiki/Audio_coding_format
DCT,/wiki/Discrete_cosine_transform
image,/wiki/Image_compression
video,/wiki/Video_coding_format
Digital media,/wiki/Digital_media
Internet video,/wiki/Internet_video
online video platform,/wiki/Online_video_platform
social media,/wiki/Social_media
streaming,/wiki/Streaming_media
Drums,/wiki/Drums_in_communication
Edholm's law,/wiki/Edholm%27s_law
Electrical telegraph,/wiki/Electrical_telegraph#History
Fax,/wiki/Fax#History
Heliographs,/wiki/Heliograph#History
Hydraulic telegraph,/wiki/Hydraulic_telegraph#Greek_hydraulic_semaphore_system
Information Age,/wiki/Information_Age
Information revolution,/wiki/Information_revolution
Internet,/wiki/History_of_the_Internet
Mass media,/wiki/Mass_media#History
Mobile phone,/wiki/History_of_mobile_phones
Smartphone,/wiki/Smartphone
Optical telecommunication,/wiki/Optical_communication
Optical telegraphy,/wiki/Optical_telegraph
Pager,/wiki/Pager
Photophone,/wiki/Photophone
Prepaid mobile phone,/wiki/History_of_prepaid_mobile_phones
Radio,/wiki/History_of_radio
Radiotelephone,/wiki/Radiotelephone
Satellite communications,/wiki/Communications_satellite
Semaphore,/wiki/Semaphore
Phryctoria,/wiki/Phryctoria
Semiconductor,/wiki/Semiconductor
device,/wiki/Semiconductor_device
MOSFET,/wiki/MOSFET
transistor,/wiki/History_of_the_transistor
Smoke signals,/wiki/Smoke_signal
Telecommunications history,/wiki/History_of_telecommunication
Telautograph,/wiki/Telautograph
Telegraphy,/wiki/Telegraphy
Teleprinter,/wiki/Teleprinter
Telephone,/wiki/History_of_the_telephone
The Telephone Cases,/wiki/The_Telephone_Cases
Television,/wiki/History_of_television
digital,/wiki/Digital_television
streaming,/wiki/Streaming_television
Undersea telegraph line,/wiki/Submarine_communications_cable#Early_history:_telegraph_and_coaxial_cables
Videotelephony,/wiki/History_of_videotelephony
Whistled language,/wiki/Whistled_language
Wireless revolution,/wiki/Wireless_revolution
Nasir Ahmed,/wiki/Nasir_Ahmed_(engineer)
Edwin Howard Armstrong,/wiki/Edwin_Howard_Armstrong
Mohamed M. Atalla,/wiki/Mohamed_M._Atalla
John Logie Baird,/wiki/John_Logie_Baird
Paul Baran,/wiki/Paul_Baran
John Bardeen,/wiki/John_Bardeen
Alexander Graham Bell,/wiki/Alexander_Graham_Bell
Emile Berliner,/wiki/Emile_Berliner
Tim Berners-Lee,/wiki/Tim_Berners-Lee
Francis Blake (telephone),/wiki/Francis_Blake_(telephone)
Jagadish Chandra Bose,/wiki/Jagadish_Chandra_Bose
Charles Bourseul,/wiki/Charles_Bourseul
Walter Houser Brattain,/wiki/Walter_Houser_Brattain
Vint Cerf,/wiki/Vint_Cerf
Claude Chappe,/wiki/Claude_Chappe
Yogen Dalal,/wiki/Yogen_Dalal
Daniel Davis Jr.,/wiki/Daniel_Davis_Jr.
Donald Davies,/wiki/Donald_Davies
Amos Dolbear,/wiki/Amos_Dolbear
Lee de Forest,/wiki/Lee_de_Forest
Philo Farnsworth,/wiki/Philo_Farnsworth
Reginald Fessenden,/wiki/Reginald_Fessenden
Elisha Gray,/wiki/Elisha_Gray
Oliver Heaviside,/wiki/Oliver_Heaviside
Robert Hooke,/wiki/Robert_Hooke
Erna Schneider Hoover,/wiki/Erna_Schneider_Hoover
Harold Hopkins,/wiki/Harold_Hopkins_(physicist)
Gardiner Greene Hubbard,/wiki/Gardiner_Greene_Hubbard
Internet pioneers,/wiki/List_of_Internet_pioneers
Bob Kahn,/wiki/Bob_Kahn
Dawon Kahng,/wiki/Dawon_Kahng
Charles K. Kao,/wiki/Charles_K._Kao
Narinder Singh Kapany,/wiki/Narinder_Singh_Kapany
Hedy Lamarr,/wiki/Hedy_Lamarr
Innocenzo Manzetti,/wiki/Innocenzo_Manzetti
Robert Metcalfe,/wiki/Robert_Metcalfe
Antonio Meucci,/wiki/Antonio_Meucci
Samuel Morse,/wiki/Samuel_Morse
Jun-ichi Nishizawa,/wiki/Jun-ichi_Nishizawa
Charles Grafton Page,/wiki/Charles_Grafton_Page
Radia Perlman,/wiki/Radia_Perlman
Alexander Stepanovich Popov,/wiki/Alexander_Stepanovich_Popov
Johann Philipp Reis,/wiki/Johann_Philipp_Reis
Claude Shannon,/wiki/Claude_Shannon
Almon Brown Strowger,/wiki/Almon_Brown_Strowger
Henry Sutton,/wiki/Henry_Sutton_(inventor)
Charles Sumner Tainter,/wiki/Charles_Sumner_Tainter
Camille Tissot,/wiki/Camille_Tissot
Alfred Vail,/wiki/Alfred_Vail
Thomas A. Watson,/wiki/Thomas_A._Watson
Charles Wheatstone,/wiki/Charles_Wheatstone
Vladimir K. Zworykin,/wiki/Vladimir_K._Zworykin
Transmissionmedia,/wiki/Transmission_medium
Coaxial cable,/wiki/Coaxial_cable
Fiber-optic communication,/wiki/Fiber-optic_communication
optical fiber,/wiki/Optical_fiber
Free-space optical communication,/wiki/Free-space_optical_communication
Molecular communication,/wiki/Molecular_communication
Radio waves,/wiki/Radio_wave
wireless,/wiki/Wireless
Transmission line,/wiki/Transmission_line
telecommunication circuit,/wiki/Telecommunication_circuit
Network topology,/wiki/Network_topology
Bandwidth,/wiki/Bandwidth_(computing)
Links,/wiki/Telecommunications_link
Nodes,/wiki/Node_(networking)
terminal,/wiki/Terminal_(telecommunication)
Network switching,/wiki/Network_switch
circuit,/wiki/Circuit_switching
packet,/wiki/Packet_switching
Telephone exchange,/wiki/Telephone_exchange
Multiplexing,/wiki/Multiplexing
Space-division,/wiki/Space-division_multiple_access
Frequency-division,/wiki/Frequency-division_multiplexing
Time-division,/wiki/Time-division_multiplexing
Polarization-division,/wiki/Polarization-division_multiplexing
Orbital angular-momentum,/wiki/Orbital_angular_momentum_multiplexing
Code-division,/wiki/Code-division_multiple_access
Communication protocol,/wiki/Communication_protocol
Computer network,/wiki/Computer_network
Data transmission,/wiki/Data_communication
Store and forward,/wiki/Store_and_forward
Telecommunications equipment,/wiki/Telecommunications_equipment
Types of network,/wiki/Telecommunications_network
Cellular network,/wiki/Cellular_network
Ethernet,/wiki/Ethernet
ISDN,/wiki/Integrated_Services_Digital_Network
LAN,/wiki/Local_area_network
Mobile,/wiki/Mobile_telephony
NGN,/wiki/Next-generation_network
Public Switched Telephone,/wiki/Public_switched_telephone_network
Radio,/wiki/Radio_network
Television,/wiki/Television_broadcasting
Telex,/wiki/Telex
UUCP,/wiki/UUCP
WAN,/wiki/Wide_area_network
Wireless network,/wiki/Wireless_network
Notable networks,/wiki/Telecommunications_network
ARPANET,/wiki/ARPANET
BITNET,/wiki/BITNET
CYCLADES,/wiki/CYCLADES
FidoNet,/wiki/FidoNet
Internet,/wiki/Internet
Internet2,/wiki/Internet2
JANET,/wiki/JANET
NPL network,/wiki/NPL_network
Toasternet,/wiki/Toasternet
Usenet,/wiki/Usenet
Africa,/wiki/Category:Telecommunications_in_Africa
Americas,/wiki/Category:Telecommunications_in_the_Americas
North,/wiki/Category:Telecommunications_in_North_America
South,/wiki/Category:Telecommunications_in_South_America
Antarctica,/wiki/Category:Communications_in_Antarctica
Asia,/wiki/Category:Telecommunications_in_Asia
Europe,/wiki/Category:Telecommunications_in_Europe
Oceania,/wiki/Category:Telecommunications_in_Oceania
Global telecommunications regulation bodies,/wiki/List_of_telecommunications_regulatory_bodies
Telecommunication portal,/wiki/Portal:Telecommunication
Category,/wiki/Category:Telecommunications
Outline,/wiki/Outline_of_telecommunication
Commons,https://commons.wikimedia.org/wiki/Category:Telecommunications
v,/wiki/Template:IEEE_Edison_Medal_Laureates_1909%E2%80%931925
t,/wiki/Template_talk:IEEE_Edison_Medal_Laureates_1909%E2%80%931925
e,/wiki/Special:EditPage/Template:IEEE_Edison_Medal_Laureates_1909%E2%80%931925
IEEE Edison Medal,/wiki/IEEE_Edison_Medal
Elihu Thomson,/wiki/Elihu_Thomson
Frank J. Sprague,/wiki/Frank_J._Sprague
"William Stanley, Jr.","/wiki/William_Stanley,_Jr."
Charles F. Brush,/wiki/Charles_F._Brush
John J. Carty,/wiki/John_J._Carty
William Le Roy Emmet,/wiki/William_Le_Roy_Emmet
Mihajlo Pupin,/wiki/Mihajlo_Pupin
Cummings C. Chesney,/wiki/Cummings_C._Chesney
Robert A. Millikan,/wiki/Robert_Andrews_Millikan
John W. Lieb,/wiki/John_W._Lieb
John W. Howell,/wiki/John_White_Howell
Harris J. Ryan,/wiki/Harris_J._Ryan
v,/wiki/Template:Scientists_whose_names_are_used_as_units
t,/wiki/Template_talk:Scientists_whose_names_are_used_as_units
e,/wiki/Special:EditPage/Template:Scientists_whose_names_are_used_as_units
André-Marie Ampère,/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
ampere,/wiki/Ampere
Lord Kelvin,/wiki/Lord_Kelvin
kelvin,/wiki/Kelvin
Henri Becquerel,/wiki/Henri_Becquerel
becquerel,/wiki/Becquerel
Anders Celsius,/wiki/Anders_Celsius
Celsius,/wiki/Celsius
Charles-Augustin de Coulomb,/wiki/Charles-Augustin_de_Coulomb
coulomb,/wiki/Coulomb
farad,/wiki/Farad
Louis Harold Gray,/wiki/Louis_Harold_Gray
gray,/wiki/Gray_(unit)
Joseph Henry,/wiki/Joseph_Henry
henry,/wiki/Henry_(unit)
hertz,/wiki/Hertz
James Prescott Joule,/wiki/James_Prescott_Joule
joule,/wiki/Joule
Isaac Newton,/wiki/Isaac_Newton
newton,/wiki/Newton_(unit)
Georg Ohm,/wiki/Georg_Ohm
ohm,/wiki/Ohm
Blaise Pascal,/wiki/Blaise_Pascal
pascal,/wiki/Pascal_(unit)
Werner von Siemens,/wiki/Werner_von_Siemens
siemens,/wiki/Siemens_(unit)
Rolf Maximilian Sievert,/wiki/Rolf_Maximilian_Sievert
sievert,/wiki/Sievert
Alessandro Volta,/wiki/Alessandro_Volta
volt,/wiki/Volt
James Watt,/wiki/James_Watt
watt,/wiki/Watt
Wilhelm Eduard Weber,/wiki/Wilhelm_Eduard_Weber
weber,/wiki/Weber_(unit)
cgs,/wiki/Centimetre%E2%80%93gram%E2%80%93second_system_of_units
Anders Jonas Ångström,/wiki/Anders_Jonas_%C3%85ngstr%C3%B6m
angstrom,/wiki/Angstrom
Peter Debye,/wiki/Peter_Debye
debye,/wiki/Debye
Loránd Eötvös,/wiki/Lor%C3%A1nd_E%C3%B6tv%C3%B6s
eotvos,/wiki/Eotvos_(unit)
Galileo Galilei,/wiki/Galileo_Galilei
gal,/wiki/Gal_(unit)
Johann Carl Friedrich Gauss,/wiki/Carl_Friedrich_Gauss
gauss,/wiki/Gauss_(unit)
William Gilbert,/wiki/William_Gilbert_(physicist)
gilbert,/wiki/Gilbert_(unit)
Heinrich Kayser,/wiki/Heinrich_Kayser
kayser,/wiki/Kayser_(unit)
Johann Heinrich Lambert,/wiki/Johann_Heinrich_Lambert
lambert,/wiki/Lambert_(unit)
Samuel Langley,/wiki/Samuel_Langley
langley,/wiki/Langley_(unit)
James Clerk Maxwell,/wiki/James_Clerk_Maxwell
maxwell,/wiki/Maxwell_(unit)
Hans Christian Ørsted,/wiki/Hans_Christian_%C3%98rsted
oersted,/wiki/Oersted
Jean Léonard Marie Poiseuille,/wiki/Jean_L%C3%A9onard_Marie_Poiseuille
poise,/wiki/Poise_(unit)
"Sir George Stokes, 1st Baronet","/wiki/Sir_George_Stokes,_1st_Baronet"
stokes,/wiki/Stokes_(unit)
"John William Strutt, 3rd Baron Rayleigh","/wiki/John_William_Strutt,_3rd_Baron_Rayleigh"
rayl,/wiki/Rayl
Imperial,/wiki/Imperial_units
UScustomary,/wiki/United_States_customary_units
Daniel Gabriel Fahrenheit,/wiki/Daniel_Gabriel_Fahrenheit
Fahrenheit,/wiki/Fahrenheit
foot-lambert,/wiki/Foot-lambert
William John Macquorn Rankine,/wiki/Macquorn_Rankine
degree Rankine,/wiki/Rankine_scale
bel,/wiki/Bel_(unit)
Marie Curie,/wiki/Marie_Curie
curie,/wiki/Curie_(unit)
Pierre Curie,/wiki/Pierre_Curie
John Dalton,/wiki/John_Dalton
dalton,/wiki/Dalton_(unit)
faraday,/wiki/Faraday_(unit)
Heinrich Mache,/wiki/Heinrich_Mache
Mache,/wiki/Mache_(unit)
John Napier,/wiki/John_Napier
neper,/wiki/Neper
René Antoine Ferchault de Réaumur,/wiki/Ren%C3%A9_Antoine_Ferchault_de_R%C3%A9aumur
degree Réaumur,/wiki/R%C3%A9aumur_scale
roentgen,/wiki/Roentgen_(unit)
J. J. Thomson,/wiki/J._J._Thomson
thomson,/wiki/Thomson_(unit)
Evangelista Torricelli,/wiki/Evangelista_Torricelli
torr,/wiki/Torr
List of scientists whose names are used as units,/wiki/List_of_scientists_whose_names_are_used_as_units
Scientists whose names are used in physical constants,/wiki/List_of_scientists_whose_names_are_used_in_physical_constants
People whose names are used in chemical element names,/wiki/List_of_chemical_elements_named_after_people
v,/wiki/Template:National_symbols_of_Serbia
t,/wiki/Template_talk:National_symbols_of_Serbia
e,/wiki/Special:EditPage/Template:National_symbols_of_Serbia
National symbols of Serbia,/wiki/National_symbols_of_Serbia
Coat of arms,/wiki/Coat_of_arms_of_Serbia
Flag,/wiki/Flag_of_Serbia
Anthem,/wiki/Bo%C5%BEe_pravde
Constitution,/wiki/Constitution_of_Serbia
State decoration,"/wiki/Orders,_decorations,_and_medals_of_Serbia"
Names of Serbia,/wiki/Names_of_the_Serbs_and_Serbia
.rs,/wiki/.rs
.срб,/wiki/.%D1%81%D1%80%D0%B1
Serbian epic poetry,/wiki/Serbian_epic_poetry
Serbian name,/wiki/Serbian_name
Regalia,/wiki/Regalia_of_Serbia
Heraldry,/wiki/Serbian_heraldry
Serbian eagle,/wiki/Serbian_eagle
Serbian cross,/wiki/Serbian_cross
Triballian boar,/wiki/Coat_of_arms_of_Triballia
Mother Serbia,/wiki/Mother_Serbia
Kosovo Maiden,/wiki/Kosovo_Maiden
Mottos,/wiki/List_of_Serbian_mottos
Only Unity Saves the Serbs,/wiki/Only_Unity_Saves_the_Serbs
Three-fingers salute,/wiki/Three-finger_salute_(Serbian)
Cuisine,/wiki/Serbian_cuisine
Ćevapčići,/wiki/%C4%86evapi
Gibanica,/wiki/Gibanica
Burek,/wiki/B%C3%B6rek
Pljeskavica,/wiki/Pljeskavica
Pasulj,/wiki/Pasulj
Sarma,/wiki/Sarma_(food)
Ajvar,/wiki/Ajvar
Slatko,/wiki/Slatko
Šljivovica,/wiki/Slivovitz
National costume,/wiki/Serbian_national_costume
Šajkača,/wiki/%C5%A0ajka%C4%8Da
Opanak,/wiki/Opanak
Musical instruments,/wiki/Musical_instrument
Gusle,/wiki/Gusle
Tamburica,/wiki/Tamburica
Frula,/wiki/Frula
Gaida,/wiki/Gaida
World Heritage Sites,/wiki/List_of_World_Heritage_Sites_in_Serbia
Studenica,/wiki/Studenica_Monastery
Stari Ras,/wiki/Stari_Ras
Sopoćani,/wiki/Sopo%C4%87ani
